favorite_count,retweet_count,tweet_id
23763,5490,845306882940190720
0,7814,845098359547420673
13884,2607,844979544864018432
15387,3274,844973813909606400
16794,3198,844580511645339650
13902,2246,844223788422217728
15448,3001,843981021012017153
21881,4723,843856843873095681
17225,2806,843604394117681152
21969,6159,843235543001513987
15558,3707,842846295480000512
6890,1314,842765311967449089
18470,3589,842535590457499648
25003,5937,842163532590374912
14312,3111,842115215311396866
0,15564,841833993020538882
26252,7970,841680585030541313
12932,3776,841439858740625411
20243,5627,841320156043304961
16184,4796,841314665196081154
23384,5450,841077006473256960
0,1803,840761248237133825
0,16587,840728873075638272
180,2,840698636975636481
12573,1003,840696689258311684
9189,1803,840632337062862849
16854,4677,840370681858686976
19746,5874,840268004936019968
13747,2350,839990271299457024
28164,7992,839549326359670784
0,146,839290600511926273
27889,6709,839239871831150596
20119,4097,838952994649550848
11452,2115,838921590096166913
0,35,838916489579200512
0,11349,838831947270979586
11199,1368,838561493054533637
23160,4928,838476387338051585
0,10365,838201503651401729
1719,341,838150277551247360
145,1,838085839343206401
18079,3241,838083903487373313
35077,8106,837820167694528512
3936,452,837482249356513284
13133,2341,837471256429613056
16473,2448,837110210464448512
13074,2354,836989968035819520
19817,4783,836753516572119041
12952,2288,836677758902222849
0,566,836648853927522308
0,28473,836397794269200385
15162,3071,836380477523124226
21880,4427,836260088725786625
19619,4396,836001077879255040
0,8405,835685285446955009
18294,3731,835574547218894849
0,1758,835536468978302976
0,21735,835309094223372289
16915,3101,835297930240217089
7949,1758,835264098648616962
2162,73,835246439529840640
26894,5948,835172783151792128
23105,3124,835152434251116546
11136,1706,834931633769889797
21876,5660,834786237630337024
14078,2619,834574053763584002
0,11040,834477809192075265
9899,1737,834458053273591808
21228,4927,834209720923721728
16247,3774,834167344700198914
10342,2198,834089966724603904
13443,2281,834086379323871233
13809,2482,833863086058651648
18536,3884,833826103416520705
0,224,833732339549220864
21366,3327,833722901757046785
15289,2121,833479644947025920
20796,5017,833124694597443584
13694,2287,832998151111966721
0,39,832769181346996225
17341,3743,832757312314028032
12236,3039,832682457690300417
3020,544,832645525019123713
16330,2884,832636094638288896
12303,2292,832397543355072512
17706,3305,832369877331693569
11668,2417,832273440279240704
0,6443,832215909146226688
0,9724,832215726631055365
67,2,832088576586297345
0,10014,832040443403784192
18408,4840,832032802820481025
24751,6366,831939777352105988
352,34,831926988323639298
28533,6755,831911600680497154
10773,1882,831670449226514432
7406,2011,831650051525054464
9271,2385,831552930092285952
9526,1601,831322785565769729
6737,1161,831315979191906304
12126,2549,831309418084069378
12292,2123,831262627380748289
8221,1550,830956169170665475
69083,17442,830583320585068544
0,5921,830173239259324417
10157,3084,830097400375152640
0,5227,829878982036299777
12637,2032,829861396166877184
32824,11040,829501995190984704
10818,2105,829449946868879360
25267,7679,829141528400556032
54846,16963,829011960981237760
0,3543,828801551087042563
26415,6120,828770345708580865
37826,11683,828708714936930305
9841,1409,828650029636317184
6544,1206,828409743546925057
7936,1344,828408677031882754
13069,2306,828381636999917570
7649,1111,828376505180889089
13003,3062,828372645993398273
2281,177,828361771580813312
12174,2980,828046555563323392
10716,2238,828011680017821696
20814,5448,827933404142436356
16003,3126,827653905312006145
7663,979,827600520311402496
16402,3178,827324948884643840
10947,2335,827199976799354881
22346,5227,826958653328592898
37718,10632,826848821049180160
0,4152,826615380357632002
5287,264,826598799820865537
10415,2445,826598365270007810
19084,4402,826476773533745153
13765,2708,826240494070030336
5048,969,826204788643753985
16211,3275,826115272272650244
10833,1954,825876512159186944
13201,2591,825829644528148480
54093,18051,825535076884762624
18982,4755,825147591692263424
0,1332,825120256414846976
6576,1332,825026590719483904
0,5741,824796380199809024
15495,3679,824775126675836928
10462,1814,824663926340194305
12255,10944,824325613288833024
15639,4037,824297048279236611
4976,618,824025158776213504
11040,2835,823939628516474880
0,11724,823719002937630720
14456,2632,823699002998870016
13529,2754,823581115634085888
726,26,823333489516937216
16342,4209,823322678127919110
0,10347,823269594223824897
17959,3600,822975315408461824
137105,45420,822872901745569793
13775,2400,822859134160621569
0,6700,822647212903690241
15367,3093,822610361945911296
18875,6700,822489057087389700
29401,15153,822462944365645825
36380,10347,822244816520155136
0,5023,822163064745328640
11791,2432,821886076407029760
0,3506,821813639212650496
8751,1726,821765923262631936
8348,1851,821522889702862852
0,5855,821421320206483457
12244,4543,821407182352777218
264,10,821153421864615936
9041,2103,821149554670182400
9979,2233,821107785811234820
13168,2400,821044531881721856
0,7056,820837357901512704
32802,10365,820749716845686786
12697,3385,820690176645140481
0,592,820494788566847489
0,2696,820446719150292993
3472,592,820314633777061888
20633,6569,820078625395449857
0,1239,820013781606658049
5543,1239,819952236453363712
13415,5108,819924195358416896
13996,3262,819711362133872643
9993,2073,819588359383371776
7519,1262,819347104292290561
2381,427,819238181065359361
24057,7056,819227688460238848
0,38625,819015337530290176
0,19841,819015331746349057
47097,19841,819006400881917954
90449,38625,819004803107983360
0,22014,818646164899774465
23287,7910,818627210458333184
10259,2706,818614493328580609
0,6461,818588835076603904
11374,2600,818536468981415936
0,8524,818307523543449600
11491,2398,818259473185828864
12796,2710,818145370475810820
5052,837,817908911860748288
53963,28473,817827839487737858
11176,2834,817777686764523521
12290,3135,817536400337801217
0,3573,817502432452313088
35481,15564,817423860136083457
5845,1004,817415592588222464
0,8919,817181837579653120
9111,2125,817171292965273600
12722,2737,817120970343411712
8964,1727,817056546584727552
0,4958,816829038950027264
10458,2148,816816676327063552
10207,2304,816697700272001025
31879,8524,816450570814898180
8979,2049,816336735214911488
9320,2255,816091915477250048
0,1086,816062466425819140
0,5549,816014286006976512
5193,1086,815990720817401858
23380,8919,815966073409433600
0,4359,815745968457060357
10275,2385,815736392542261248
8587,1730,815639385530101762
10825,4002,815390420867969024
7991,1354,814986499976527872
11775,2858,814638523311648768
0,6133,814578408554463233
9028,1954,814530161257443328
30088,9149,814153002265309185
0,3359,813944609378369540
9719,1970,813910438903693312
38043,14728,813812741911748608
8718,1857,813800681631023104
19510,7694,813217897535406080
9625,1895,813202720496779264
20761,4608,813187593374461952
9723,2019,813172488309972993
8113,2331,813157409116065792
8838,2500,813142292504645637
4671,474,813130366689148928
12396,3297,813127251579564032
10771,2902,813112105746448384
11004,3808,813096984823349248
10334,2923,813081950185472002
8333,2058,813066809284972545
21913,7755,813051746834595840
7930,2021,812781120811126785
6935,1510,812709060537683968
6350,1297,812503143955202048
8345,2036,812466873996607488
14330,3873,812372279581671427
7602,1485,811985624773361665
7902,1684,811744202451197953
5859,785,811647686436880384
13372,3275,811627233043480576
21874,6738,811386762094317568
5590,1524,810984652412424192
9467,1875,810896069567610880
11489,2805,810657578271330305
36983,11987,810284430598270976
15370,3543,810254108431155201
16216,4152,809920764300447744
0,5166,809808892968534016
7271,1547,809448704142938112
20854,5921,809220051211603969
13846,3720,809084759137812480
10592,3228,808838249661788160
8293,2290,808733504066486276
11833,2751,808501579447930884
44579,22014,808344865868283904
0,6276,808134635716833280
9189,2337,808106460588765185
13174,3741,808001312164028416
15261,3860,807621403335917568
124277,58687,807106840509214720
0,7742,807059379405148160
13686,4070,807010152071229440
78508,36709,806629075125202948
0,5846,806620845233815552
5099,2054,806576416489959424
10716,2492,806542213899489280
0,12306,806242860592926720
6741,1257,806219024703037440
0,5673,805958939288408065
8669,2026,805932879469572096
6895,1931,805826884734976000
0,8491,805823200554876929
6024,1743,805520635690676224
9214,2679,805487436403003392
8174,1808,805207613751304193
14365,4060,804738756058218496
6421,2129,804475857670639616
0,3408,804413760345620481
46750,17082,804026241225523202
10533,2916,803773340896923648
0,7839,803692223237865472
11494,4363,803638050916102144
8128,1964,803380650405482500
0,5626,803321560782307329
10518,2603,803276597545603072
9459,2121,802952499103731712
0,3081,802624713319034886
7455,1556,802600418706604034
9376,2655,802572683846291456
17000,6169,802323869084381190
6923,1440,802265048156610565
9505,2764,802239329049477120
0,281,802185808107208704
8109,1803,801958328846974976
1853,248,801854953262350336
8594,2183,801538201127157760
6348,871,801285448605831168
25711,6276,801167903437357056
0,4186,801127390143516673
8469,2220,801115127852503040
720,101,800859414831898624
0,1703,800855607700029440
11054,2945,800751577355128832
13768,3182,800513324630806528
9954,2283,800459316964663297
0,4562,800443802682937345
11699,2969,800388270626521089
0,4185,800188575492947969
16076,2696,800141422401830912
29802,13933,800018252395122689
0,4952,799774291445383169
8808,2286,799757965289017345
8450,2037,799422933579902976
0,5804,799308762079035393
10382,2924,799297110730567681
8470,2613,799063482566066176
13768,4745,798933969379225600
7823,1512,798925684722855936
0,7006,798705661114773508
0,8238,798701998996647937
0,6868,798697898615730177
0,5249,798694562394996736
0,2461,798686750113755136
0,4981,798682547630837760
0,5882,798673117451325440
0,4122,798665375516884993
0,1964,798644042770751489
0,2086,798628517273620480
0,6043,798585098161549313
0,6187,798576900688019456
0,3554,798340744599797760
10901,2709,798209839306514432
12213,3304,797971864723324932
15235,5143,797545162159308800
20951,7003,797236660651966464
237,28,797165961484890113
0,9421,796904159865868288
8055,2020,796865951799083009
12427,3237,796759840936919040
0,7709,796563435802726400
7958,1864,796484825502875648
11547,4400,796387464403357696
0,15126,796177847564038144
33912,15126,796149749086875649
5196,1904,796125600683540480
9575,2560,796116448414461957
8883,2457,796080075804475393
11355,3926,796031486298386433
52206,25101,795464331001561088
10584,3052,795400264262053889
17012,5741,795076730285391872
0,3568,794983741416415232
10785,2438,794926597468000259
0,10892,794355576146903043
10055,2817,794332329137291264
9659,3512,794205286408003585
17638,5166,793962221541933056
9672,1978,793845145112371200
0,3308,793614319594401792
8378,1719,793601777308463104
11213,2517,793500921481273345
25812,9724,793286476301799424
9099,2521,793271401113350145
20988,8831,793256262322548741
11042,3473,793241302385262592
10337,3039,793226087023144960
9376,2965,793210959003287553
16044,5953,793195938047070209
7280,2115,793180763617361921
9882,2943,793165685325201412
6491,1801,793150605191548928
6779,2625,793135492858580992
13324,4135,793120401413079041
15048,4216,792913359805018113
11863,4518,792883833364439040
7710,1778,792773781206999040
14094,4532,792394556390137856
7521,1914,792050063153438720
0,22283,791821351946420224
0,10169,791784077045166082
0,4028,791780927877898241
47363,23480,791774931465953280
12327,3308,791672322847637504
13763,4359,791406955684368384
9211,2679,791312159183634433
0,4342,791026214425268224
10351,2250,790987426131050500
17467,4958,790946055508652032
0,2450,790723298204217344
8599,2027,790698755171364864
21679,7587,790581949425475584
8203,1977,790337589677002753
13166,3359,790277117346975746
0,3777,790227638568808452
9693,2450,789986466051088384
0,4362,789960241177853952
10874,4365,789903600034189313
7872,1878,789628658055020548
7090,2032,789599242079838210
12345,3568,789530877013393408
9052,2417,789314372632018944
0,5225,789280767834746880
9562,2749,789268448748703744
10177,2955,789137962068021249
28730,13133,788908386943430656
28735,10892,788765914992902144
0,7613,788552643979468800
16317,5566,788412144018661376
7575,2220,788178268662984705
6427,1367,788150585577050112
0,3619,788070120937619456
6443,1394,788039637453406209
9089,3237,787810552592695296
10724,2935,787717603741622272
11376,2994,787397959788929025
8156,1843,787322443945877504
0,7108,787111942498508800
27869,8405,786963064373534720
0,2539,786729988674449408
19084,6443,786709082849828864
11146,2693,786664955043049472
9853,3287,786595970293370880
11412,3698,786363235746385920
8339,3014,786286427768250368
16012,5023,786233965241827333
1493,160,786051337297522688
0,7441,786036967502913536
11914,3343,785927819176054784
7000,1922,785872687017132033
8188,2343,785639753186217984
9537,2100,785533386513321988
6386,1335,785515384317313025
7595,1720,785264754247995392
12609,5100,785170936622350336
10588,3408,784826020293709826
9367,2668,784517518371221505
5960,1349,784431430411685888
21045,8491,784183165795655680
31211,11724,784057939640352768
31400,11349,783839966405230592
7684,2061,783821107061198850
10925,3382,783695101801398276
8840,2363,783466772167098368
17644,5786,783391753726550016
0,5886,783347506784731136
30513,12306,783334639985389568
8517,2332,783085703974514689
25223,7742,782969140009107456
7810,1474,782747134529531904
18051,5673,782722598790725632
8136,1977,782598640137187329
17403,5855,782305867769217024
0,6521,782021823840026624
11623,3534,781955203444699136
10921,2851,781661882474196992
4177,1180,781655249211752448
21676,5846,781524693396357120
7452,2681,781308096455073793
8809,2196,781251288990355457
10217,2872,781163403222056960
22577,7709,780931614150983680
7509,2110,780858289093574656
5736,1371,780800785462489090
12647,3506,780601303617732608
6578,1823,780543529827336192
0,3884,780496263422808064
0,121,780476555013349377
5519,1126,780459368902959104
9076,2347,780192070812196864
0,2419,780092040432480260
12764,5228,780074436359819264
19776,7441,779834332596887552
9204,3264,779377524342161408
0,19315,779124354206535695
15425,4753,779056095788752897
20867,7582,778990705243029504
0,10422,778774459159379968
900,383,778764940568104960
7195,1380,778748913645780993
6018,1581,778650543019483137
4832,1059,778624900596654080
14238,4550,778408200802557953
0,12841,778396591732486144
6096,1155,778383385161035776
10847,3457,778286810187399168
8849,2763,778039087836069888
6835,1703,778027034220126208
0,3716,777953400541634568
6628,1713,777885040357281792
11706,3081,777684233540206592
0,4435,777641927919427584
9135,2611,777621514455814149
14903,4507,777189768882946048
0,14361,776819012571455488
5080,1275,776813020089548800
9216,2911,776477788987613185
0,9594,776249906839351296
31228,16689,776218204058357768
10019,2642,776201521193218049
12235,4562,776113305656188928
1914,158,776088319444877312
0,17216,775898661951791106
12218,2801,775842724423557120
14426,4186,775733305207554048
13479,4812,775729183532220416
7718,3122,775364825476165632
10573,4084,775350846108426240
16207,4952,775085132600442880
8928,1860,774757898236878852
6994,1808,774639387460112384
22663,5804,774314403806253056
11159,4049,773985732834758656
6663,1828,773922284943896577
6877,1701,773704687002451968
5541,1362,773670353721753600
23013,6461,773547596996571136
0,5327,773336787167145985
24206,7814,773308824254029826
9810,3389,773247561583001600
10392,4325,773191612633579521
8910,4059,772877495989305348
8352,2450,772826264096874500
0,3530,772615324260794368
6751,1767,772581559778025472
6295,1449,772193107915964416
3950,1177,772152991789019136
3923,773,772117678702071809
2817,489,772114945936949249
4168,972,772102971039580160
6837,1984,771908950375665664
12483,3554,771770456517009408
8593,2722,771500966810099713
10909,5327,771380798096281600
0,7853,771171053431250945
9515,3051,771136648247640064
6496,1502,771102124360998913
7151,1723,771014301343748096
0,228,771004394259247104
5142,1263,770787852854652928
5388,1481,770772759874076672
7602,1831,770655142660169732
6554,2177,770414278348247044
6486,1552,770293558247038976
0,3193,770093767776997377
7868,2399,770069151037685760
32627,10014,769940425801170949
6639,1734,769695466921623552
0,8053,769335591808995329
5612,1788,769212283578875904
14980,6808,768970937022709760
0,2806,768909767477751808
4364,927,768855141948723200
4281,1253,768609597686943744
5229,1339,768596291618299904
0,6073,768554158521745409
14172,3590,768473857036525572
11321,3716,768193404517830656
4941,1449,767884188863397888
16647,5626,767754930266464257
7769,2438,767500508068192258
12754,3948,767191397493538821
10537,2976,767122157629476866
0,5891,766864461642756096
5273,1412,766793450729734144
2706,394,766714921925144576
4178,827,766693177336135680
6247,1662,766423258543644672
7048,1965,766313316352462849
0,2729,766078092750233600
4419,893,766069199026450432
3895,518,766008592277377025
7516,2232,765719909049503744
5391,1268,765669560888528897
27488,3531,765395769549590528
7356,2253,765371061932261376
12058,3530,765222098633691136
6684,1841,764857477905154048
6255,1569,764259802650378240
776,57,763956972077010945
13044,4342,763837565564780549
5590,1539,763183847194451968
0,3151,763167063695355904
7630,2379,763103485927849985
12609,3777,762699858130116608
11675,6731,762471784394268675
10681,4362,762464539388485633
4980,1167,762316489655476224
33121,16239,762035686371364864
5590,2094,761976711479193600
0,4090,761750502866649088
4417,891,761745352076779520
51334,30296,761672994376806400
4279,1228,761599872357261312
0,18799,761371037149827077
5389,1508,761334018830917632
4631,1131,761292947749015552
5503,1623,761227390836215808
11746,3619,761004547850530816
3954,1016,760893934457552897
6858,1982,760656994973933572
5144,1339,760641137271070720
7857,3769,760539183865880579
4385,1452,760521673607086080
27786,11974,760290219849637889
4089,903,760252756032651264
5906,1875,760190180481531904
0,31,760153949710192640
6152,2167,759943073749200896
15200,5891,759923798737051648
6950,2056,759846353224826880
6169,1973,759793422261743616
0,21952,759566828574212096
4869,1224,759557299618865152
8799,2539,759447681597108224
1726,504,759446261539934208
6276,2020,759197388317847553
0,1212,759159934323924993
15020,4338,759099523532779520
6734,2106,759047813560868866
3675,928,758854675097526272
11578,3998,758828659922702336
5926,1673,758740312047005698
3943,1037,758474966123810816
4968,2312,758467244762497024
5383,2001,758405701903519748
3534,1125,758355060040593408
19797,10422,758099635764359168
2793,387,758041019896193024
7110,3374,757741869644341248
0,8346,757729163776290825
4694,1260,757725642876129280
4724,1149,757611664640446465
0,307,757597904299253760
4480,1089,757596066325864448
15664,7107,757400162377592832
6023,1802,757393109802180609
4672,1479,757354760399941633
6496,2060,756998049151549440
6869,2080,756939218950160384
5229,1356,756651752796094464
10756,3736,756526248105566208
4079,1133,756303284449767430
44272,18115,756288534030475264
6640,1587,756275833623502848
7583,2983,755955933503782912
17002,5547,755206590534418437
21945,11512,755110668769038337
0,8235,754874841593970688
7114,2618,754856583969079297
2665,543,754747087846248448
5491,2021,754482103782404096
3876,755,754449512966619136
8129,2439,754120377874386944
6031,2241,753655901052166144
8188,3692,753420520834629632
5965,1989,753398408988139520
7888,2419,753375668877008896
0,5945,753298634498793472
3493,1081,753294487569522689
38357,21735,753039830821511168
4033,1007,753026973505581056
13048,7108,752932432744185856
7124,1637,752917284578922496
0,2980,752701944171524096
6183,1656,752682090207055872
4533,1626,752660715232722944
5703,2370,752568224206688256
7610,3567,752519690950500352
3936,1141,752334515931054080
0,17018,752309394570878976
6130,1901,752173152931807232
3162,961,751950017322246144
5362,1388,751937170840121344
5979,2020,751830394383790080
6042,3001,751793661361422336
8158,3142,751598357617971201
4541,1145,751583847268179968
5205,1305,751538714308972544
3308,1036,751456908746354688
12904,6110,751251247299190784
6515,1889,751205363882532864
5224,1346,751132876104687617
4937,1429,750868782890057730
13613,5225,750719632563142656
4577,1183,750506206503038976
13584,4435,750429297815552001
4697,1188,750383411068534784
724,29,750381685133418496
3209,992,750147208377409536
3745,1340,750132105863102464
4466,1356,750117059602808832
3140,870,750101899009982464
2235,558,750086836815486976
8118,3452,750071704093859840
3247,931,750056684286914561
3272,643,750041628174217216
2791,814,750026558547456000
3336,939,750011400160841729
3157,842,749996283729883136
5269,2534,749981277374128128
4800,1361,749774190421639168
6291,1706,749417653287129088
2704,554,749403093750648834
8860,3565,749395845976588288
5653,2304,749317047558017024
5935,2141,749075273010798592
4940,1568,749064354620928000
3199,816,749036806121881602
11071,3520,748977405889503236
5998,2340,748932637671223296
2848,978,748705597323898880
4887,1649,748699167502000129
4364,1366,748692773788876800
6246,2048,748575535303884801
2252,687,748568946752774144
5372,1272,748346686624440324
7899,4237,748337862848962560
3793,784,748324050481647620
3769,730,748307329658011649
14570,8069,748220828303695873
5935,2216,747963614829678593
6813,2623,747933425676525569
3031,1009,747885874273214464
2895,771,747844099428986880
4987,1201,747816857231626240
1423,160,747651430853525504
13296,6032,747648653817413632
2385,570,747600769478692864
3790,1082,747594051852075008
5694,1647,747512671126323200
3983,1068,747461612269887489
5585,1977,747439450712596480
0,2972,747242308580548608
5435,1627,747219827526344708
3476,945,747204161125646336
9846,4095,747103485104099331
2972,309,746906459439529985
6151,2197,746872823977771008
5447,1788,746818907684614144
5008,1642,746790600704425984
9837,4028,746757706116112384
6217,1847,746726898085036033
5180,1926,746542875601690625
0,1016,746521445350707200
4773,1111,746507379341139972
6344,1687,746369468511756288
7105,2282,746131877086527488
3650,836,746056683365994496
4133,1100,745789745784041472
7184,2397,745712589599014916
7278,2624,745433870967832576
8824,2504,745422732645535745
7371,2854,745314880350101504
8043,3624,745074613265149952
7435,2345,745057283344719872
3046,639,744995568523612160
8102,2767,744971049620602880
5752,1615,744709971296780288
6960,2191,744334592493166593
160831,80500,744234799360020481
1721,378,744223424764059648
4276,1132,743980027717509120
3738,986,743895849529389061
0,2151,743835915802583040
4603,1414,743609206067040256
18942,6756,743595368194129920
3630,971,743545585370791937
8113,3819,743510151680958465
4336,1260,743253157753532416
6366,1952,743222593470234624
3955,1410,743210557239623680
7236,3664,742534281772302336
4540,2034,742528092657332225
7447,3994,742465774154047488
10067,3884,742423170473463808
6985,2033,742385895052087300
4462,1422,742161199639494656
5272,1585,742150209887731712
4665,1553,741793263812808706
8398,2848,741743634094141440
3763,856,741438259667034112
9007,3317,741303864243200000
10263,5685,741099773336379392
9718,3193,741067306818797568
6539,2825,740995100998766593
3503,965,740711788199743490
2912,807,740699697422163968
18628,7006,740676976021798912
35761,13675,740373189193256964
2529,441,740365076218183684
3378,881,740359016048689152
6862,2023,740214038584557568
20475,6073,739979191639244800
4147,1112,739932936087216128
3901,880,739844404073074688
3876,1399,739623569819336705
5506,1700,739606147276148736
40628,21952,739544079319588864
7346,3021,739485634323156992
118815,59688,739238157791694849
112,6,738891149612572673
3861,1175,738885046782832640
3392,822,738883359779196928
5220,1590,738537504001953792
3319,859,738402415918125056
4418,1245,738184450748633089
8999,3472,738166403467907072
2572,664,738156290900254721
5395,1810,737826014890496000
10230,3570,737800304142471168
5156,1366,737678689543020544
10513,4581,737445876994609152
3685,835,737322739594330112
15032,7602,737310737551491075
4391,1785,736736130620620800
18141,7613,736392552031657984
4080,1277,736365877722001409
8306,2851,736225175608430592
8082,3074,736010884653420544
3682,1183,735991953473572864
4104,1131,735648611367784448
6324,2403,735635087207878657
13313,5190,735274964362878976
3413,907,735256018284875776
3198,993,735137028879360001
2803,536,734912297295085568
12847,6446,734787690684657664
2572,556,734776360183431168
1523,407,734559631394082816
3661,804,733828123016450049
3748,1039,733822306246479872
3214,973,733482008106668032
4306,1319,733460102733135873
50403,17216,733109485275860992
2494,550,732732193018155009
3622,910,732726085725589504
3764,790,732585889486888962
8272,2580,732375214819057664
15256,5549,732005617171337216
